Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
"Balcony, Valencia",Robert Frank,(American),(1924),,(Male),1952,Photography
MAISON DE RAPPORT DU COUVENT SAINT-LAZARE. 103 RUE DU FAUBOURG SAINT-DENIS,Eugène Atget,(French),(1857),(1927),(Male),1909,Photography
Untitled from New Painting of Common Objects,Robert Dowd,(American),(1936),(1996),(Male),1962,Prints & Illustrated Books
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,(American),(1947),,(Female),(1984),Drawings
Untitled from The Mirrored Couple,Joyce Treiman,(American),(1922),(1991),(Female),1961,Prints & Illustrated Books
Plate (folio 11 verso) from DER SONNENGESANG,Horst-Egon Kalinowski,(German),(1924),(2013),(Male),1965,Prints & Illustrated Books
Postal Dossier (Dossier postale),Alighiero Boetti,(Italian),(1940),(1994),(Male),1969-1970,Prints & Illustrated Books
Portrait of the Misses Sawyer,Edward Steichen,(American),(1879),(1973),(Male),c. 1914,Photography
I Will Not Make Any More Boring Art,John Baldessari,(American),(1931),,(Male),1971,Media and Performance Art
Untitled from Passi Sulle Cime Dei Gelsi,Giuseppe Penone,(Italian),(1947),,(Male),2000,Prints & Illustrated Books
Asylum Inmate,August Sander,(German),(1876),(1964),(Male),1926-1930,Photography
Tailpiece (page 53) from SAGESSE,Maurice Denis,(French),(1870),(1943),(Male),1889-1911,Prints & Illustrated Books
Unused preparatory drawing for In Memory of My Feelings,Elaine de Kooning,(American),(1920),(1989),(Female),1967,Prints & Illustrated Books
Floating Islands,Eric Fischl,(American),(1948),,(Male),1985,Prints & Illustrated Books
"Drawing on newsprint (Village Voice) with printed Walking Woman silhouette. February 4, 1965",Michael Snow,(Canadian),(1929),,(Male),1965,Drawings
"Ready-Cut Homes, Inc",Edward Weston,(American),(1886),(1958),(Male),1925,Photography
Untitled (white lines),Lauretta Vinciarelli,(Italian),(1943),(2012),(Female),c.1973,Architecture & Design
Bruce and Ronnie,Philip-Lorca diCorcia,(American),(1951),,(Male),1982,Photography
My Erotic Double from The Hundred Videos,Steve Reinke,(Canadian),(1963),,(Male),1994,Media and Performance Art
Saddle-Horses before the Ride,Fritz Henle,(American),(1909),(1993),(Male),1936-1941,Photography
Untitled,Lawrence Weiner,(American),(1942),,(Male),1991,Drawings
Female Head,Pablo Picasso,(Spanish),(1881),(1973),(Male),1940,Drawings
Muses Drawing 5 (Mnemosyne),Brice Marden,(American),(1938),,(Male),1989-1991,Drawings
S14 from the portfolio LES LEVINE LXVI,Les Levine,(American),(1935),,(Male),1965,Prints & Illustrated Books
Plate (page 7) from LA BRACE DELLE PAROLE,Piero Dorazio,(Italian),(1927),(2005),(Male),1984,Prints & Illustrated Books
In-text plate (folio 16 verso; duplicate of folio 6 verso) from AIR MEXICAIN,Rufino Tamayo,(Mexican),(1899),(1991),(Male),1952,Prints & Illustrated Books
In-text plate (page 42) from SYLVIE,Pierre Laprade,(French),(1875),(1931),(Male),1938-1940,Prints & Illustrated Books
Untitled (Oil Can) from Untitled Tool Series,Jim Dine,(American),(1935),,(Male),1973,Drawings
P203 Micro-Computer,Mario Bellini,(Italian),(1935),,(Male),1966,Architecture & Design
Plate (facing page 42) from ALLO! PARIS!,Robert Delaunay,(French),(1885),(1941),(Male),1924-1926,Prints & Illustrated Books
Plate (page 17) from LE CRÉPUSCULE DES NYMPHES,Pierre Bonnard,(French),(1867),(1947),(Male),1946,Prints & Illustrated Books
(Untitled) (Nude with Flying Money),Les Krims,(American),,,(),1972,Photography
Figure and Foliage II from Untitled Suite,Harold Altman,(American),(1924),(2003),(Male),1961,Prints & Illustrated Books
"Feininger, 2 bis 22 April",Franz Josef van der Grinten,(German),(1933),,(Male),1956,Architecture & Design
MUSKOX,Fritz Goro,(American),(1901),(1986),(Male),c. 1954,Photography
Plate (facing page 69) from THE CASTLES ON THE GROUND,John Piper,(British),(1903),(1992),(Male),1946,Prints & Illustrated Books
Michelangelo,Chris Burden,(American),(1946),(2015),(Male),1975,Drawings
Giorgio de Chirico,Cecil Beaton,(British),(1904),(1980),(Male),1936,Photography
Monograph (no. 3),Erin Shirreff,(Canadian),(1975),,(Female),2012,Photography
Armchair (model 48),Finn Juhl,(Danish),(1912),(1989),(Male),c. 1946,Architecture & Design
Black Over White from Centre to Edge,Alan Green,(British),(1932),,(Male),1979,Prints & Illustrated Books
Double page plate (folios 10 verso and 11) from Der Rhein,Anselm Kiefer,(German),(1945),,(Male),1983,Prints & Illustrated Books
The New Book of Mountains and Seas II,Qiu Anxiong,(Chinese),(1972),,(Male),2007-2009,Media and Performance Art
Supplementary drawing (inserted before title page) from PARADISE GARDEN,Sidney Nolan,(Australian),(1917),(1992),(Male),1971,Prints & Illustrated Books
"Furniture Commission for the Henke House Addition, Essen, Germany (Floor plan, with furniture placement. Living room.)",Lilly Reich,(German),(1885),(1947),(Female),1930,Architecture & Design
"Treadwell, NY",Andrea Modica,(American),(1960),,(Female),1998,Photography
Octet,Garo Antreasian,(American),(1922),,(Male),1969,Prints & Illustrated Books
Untitled,Louise Nevelson,(American),(1899),(1988),(Female),1967,Prints & Illustrated Books
Printer's proof for cover for Neokonchennye spory (Unfinished Argument),Varvara Alexandrovna Rodchenko,(Russian),(1925),,(Female),c. 1978,Prints & Illustrated Books
"Dead Women, performance documentation at Palladium",Alexa Hunter,(American),(1957),,(Female),1984,Film
The Infinite Column I,Kcho (Alexis Leyva Machado),(Cuban),(1970),,(Male),1996,Painting & Sculpture
"John R. North House, Sarasota",Walker Evans,(American),(1903),(1975),(Male),1941,Photography
Light - Rural Electrification Administration,Lester Beall,(American),(1903),(1969),(Male),1937,Architecture & Design
Shield,Garo Antreasian,(American),(1922),,(Male),1965,Prints & Illustrated Books
Crayon Country,Lee Mullican,(American),(1919),(1998),(Male),1964,Prints & Illustrated Books
"Baptism in Triplett Creek, Rowan County, Kentucky",Marion Post Wolcott,(American),(1910),(1990),(Female),1940,Photography
Does This Image Fill Your Concept of Art? from The Archives: Art Information Centre Peter Van Beveren,Mauricio Nannucci,(Italian),(1939),,(Male),1981,Prints & Illustrated Books
Fluxus 1,Various Artists,(),,,(),c. 1966,Prints & Illustrated Books
Front cover from CONCERTO PER RANE,Carlo Guarienti,(Italian),(1923),,(Male),1983,Prints & Illustrated Books
Aktual - Live Otherwise from Performance Files,Milan Knížák,(Czech),(1940),,(Male),1967,Prints & Illustrated Books
Plate (folio 53) from AN ALPHABESTIARY,Milton Elting Hebald,(American),(1917),,(Male),1966,Prints & Illustrated Books
Mary,Gloria Cortella,(American),(1929),,(Female),1966,Prints & Illustrated Books
VASARELY,Victor Vasarely,(French),(1908),(1997),(Male),1965,Prints & Illustrated Books
Hags,Masatoshi Naitoh,(Japanese),(1938),,(Male),1968-1970,Photography
Bassin de la Villette,Eugène Atget,(French),(1857),(1927),(Male),1914-1925,Photography
Hollywood - Sleeping III,Robert Andrew Parker,(American),(1927),,(Male),1967,Prints & Illustrated Books
"Program for Neo-Dada in der Musik, Kammerspiele, Düsseldorf, June 16, 1962",Unknown,(),,,(),1962,Prints & Illustrated Books
Cold Woman,Peter Saul,(American),(1934),,(Male),2002,Drawings
Oxygen House Project (Plan),Douglas Darden,(American),(1951),(1996),(Male),1988,Architecture & Design
"Saul Steinberg in Nose Mask, New York",Irving Penn,(American),(1917),(2009),(Male),1966,Photography
Untitled,Unknown,(),,,(),c. 1953,Photography
"THE VILLAGE OF PLIOUCHKINE, plate XXXVIII (facing page 138) from LES ÂMES MORTES",Marc Chagall,(French),(1887),(1985),(Male),1923-1948,Prints & Illustrated Books
"Bayard et ses statuettes from the portfolio Bayard: XXV Calotypes, 1842-1850",Hippolyte Bayard,(French),(1801),(1887),(Male),1842-1850,Photography
Plate from Le Surréalisme en 1947,Julio de Diego,(American),(1900),(1979),(Male),1947,Prints & Illustrated Books
Church (Kirche),Lyonel Feininger,(American),(1871),(1956),(Male),1923,Prints & Illustrated Books
Rayograph,Man Ray (Emmanuel Radnitzky),(American),(1890),(1976),(Male),1926,Photography
Wolf II,Rainer Fetting,(German),(1949),,(Male),1984,Prints & Illustrated Books
Headpiece (folio 6) from LES PÉLICAN,Henri Laurens,(French),(1885),(1954),(Male),1921,Prints & Illustrated Books
Rules of Inference,Mel Bochner,(American),(1940),,(Male),1974,Prints & Illustrated Books
"Esquire Magazine, Issue no. 426, May 1969",George Lois,(American),(1931),,(),1969,Architecture & Design
Untitled #113,Cindy Sherman,(American),(1954),,(Female),1982,Photography
Winter Tourists,Marion Post Wolcott,(American),(1910),(1990),(Female),1940,Photography
Tailpiece (page 130) from SAINTE MONIQUE,Pierre Bonnard,(French),(1867),(1947),(Male),1920-1930,Prints & Illustrated Books
SAINT MÉRY. SAINT PAR EVRARD. 1842,Eugène Atget,(French),(1857),(1927),(Male),1913,Photography
"A Peasant, costume design for Aleko (Scene III)",Marc Chagall,(French),(1887),(1985),(Male),(1942),Drawings
"Untitled, plate 9 of 14, from the portfolio, Autobiographical Series",Louise Bourgeois,(American),(1911),(2010),(Female),1993,Prints & Illustrated Books
Marseille,Henri Cartier-Bresson,(French),(1908),(2004),(Male),1932,Photography
M. Schwarz letterhead,Erich Comeriner,(German),(1907),(1978),(Male),1920s,Architecture & Design
Keyboard Dances,Philip Corner,(American),(1933),,(Male),1963,Prints & Illustrated Books
Faceted Surface Racket,George Maciunas,(American),(1931),(1978),(Male),c. 1973,Prints & Illustrated Books
Tailpiece (page 27) from RÉINCARNATIONS DU PÈRE UBU,Georges Rouault,(French),(1871),(1958),(Male),1916-1932,Prints & Illustrated Books
"Hoeing, Egypt",Dorothea Lange,(American),(1895),(1965),(Female),1963,Photography
39,James Welling,(American),(1951),,(Male),2009,Photography
La Sentinelle,Arnaud Desplechin,(French),(1960),,(Male),1992,Film
Red Roller,Michael Mazur,(American),(1935),(2009),(Male),1977,Prints & Illustrated Books
"Variant of headpiece from page 65 (supplementary suite, plate 15) from L'APPEL DU CLOWN",André Dunoyer de Segonzac,(French),(1884),(1974),(Male),1930,Prints & Illustrated Books
Dark Loop,Martin Puryear,(American),(1941),,(Male),1982,Prints & Illustrated Books
"Urban Housing, Turin, Italy, Site plan",Mario Botta,(Swiss),(1943),,(Male),1985.,Architecture & Design
Axial Figure,Jan Lebenstein,(Polish),(1930),(1999),(Male),1960,Drawings
"Polnoe sobranie sochinenii, tom VII. Vladimir Il'ich Lenin. Poema",Aleksei Levin,(),,,(Male),1932,Prints & Illustrated Books
Tablet Litho 10,Eleanore Mikus,(American),(1927),(2017),(Female),1968,Prints & Illustrated Books
Untitled,Hanne Darboven,(German),(1941),(2009),(Female),(c. 1972),Drawings
"Temps Mort XII. Long Island, May 2007, ‘Sha-Boom Boardy Barn’, Hampton Bays, Neg. 100",Jan De Cock,(Belgian),(1976),,(Male),2007,Photography
For Me to Love You (Para Quererte),Ximena Cuevas,(Mexican),(1963),,(Female),1994,Media and Performance Art
"JUANITA, THE INDIAN PRINCESS","George Overbury (""Pop"") Hart",(American),(1868),(1933),(Male),1926,Prints & Illustrated Books
Equus,Gilbert Lesser,(American),(1935),,(Male),1974,Architecture & Design
Sled,Roman Signer,(Swiss),(1938),,(Male),1980,Media and Performance Art
"Bonchurch, Isle of Wight",Francis Frith,(British),(1822),(1898),(Male),c. 1860,Photography
Plate (folio 7c verso) from PANTOMIMA,Marco Gastini,(Italian),(1938),,(Male),1977,Prints & Illustrated Books
Untitled from Andy Warhol Doesn't Play Second Base for the Chicago Cubs,Kelley Walker,(American),(1969),,(Male),2010,Prints & Illustrated Books
Plate (folio 8 verso) from PIGEN I ILDEN,Asger Jorn,(Danish),(1914),(1973),(Male),1938,Prints & Illustrated Books
Plate from Le Surréalisme en 1947,Toyen (Marie Cerminová),(Czech),(1902),(1980),(Female),1947,Prints & Illustrated Books
Paper Glider,Milan Knížák,(Czech),(1940),,(Male),1965,Prints & Illustrated Books
Untitled (Unknown Male),Andy Warhol,(American),(1928),(1987),(Male),(c. 1957),Drawings
"(Announcement of exhibition by Idelle Weber, Bertha Schaefer Gallery)",Unknown,(Nationality Unknown),,,(),1963,Architecture & Design
Plate (folio 9) from LITANIE,René Demeurisse,(French),(1894),(1962),(Male),1957,Prints & Illustrated Books
Tailpiece (page 94) from LA PRINCESSE DE BABYLONE,Kees van Dongen,(French),(1877),(1968),(Male),1942-1948,Prints & Illustrated Books
Untitled from the portfolio Miniatures,Blinky Palermo,(German),(1943),(1977),(Male),1972,Prints & Illustrated Books
Kitchen,Carrie Mae Weems,(American),(1953),,(Female),1995,Photography
"THANKS TO THE MILLET, plate 51 (folio 53) from LOS DESASTRES DE LA GUERRA",Francisco de Goya,(Spanish),(1746),(1828),(Male),1810-1863,Prints & Illustrated Books
Portrait of Sesler Amicrom with Chin Implants,Xenon Straub,(American),(1972),,(Female),2003,Drawings
Mayor La Guardia,Peggy Bacon,(American),(1895),(1987),(Female),1934,Prints & Illustrated Books
Emblem (Emblème),André Masson,(French),(1896),(1987),(Male),1942,Prints & Illustrated Books
Untitled from Thirty-Three Herbs (Trentatre Erbe),Giuseppe Penone,(Italian),(1947),,(Male),1989,Prints & Illustrated Books
"The Goose, the Wing (L'Oie, l'aile)",Marcel Broodthaers,(Belgian),(1924),(1976),(Male),1970,Prints & Illustrated Books
Reeling Silk,John Thomson,(British),(1837),(1921),(Male),1873,Photography
"Nursery (Gärtnerei) (plate, preceding p. 353) from the periodical Das Kunstblatt, vol. 1, no. 12 (Dec 1917)",Jakob (Jack) Friedrich Bollschweiler,(German),(1888),(1938),(Male),1917,Prints & Illustrated Books
Eleven Dreams from The Hundred Videos,Steve Reinke,(Canadian),(1963),,(Male),1991,Media and Performance Art
Calotypes by D.O. Hill,David Octavius Hill,(British),(1802),(1870),(Male),1843-1847,Photography
Plate (folio 15) from ACORDE,Vicente Rojo,(Spanish),(1932),,(Male),1979,Prints & Illustrated Books
Tailpiece (page 106) from LES PETITES FLEURS,Émile Bernard,(French),(1868),(1941),(Male),1928,Prints & Illustrated Books
Polychrome Phantasy,Norman McLaren,(Scottish),(1914),(1987),(Male),1935,Film
SCEAUX -- ANCIEN CHÂTEAU. RUE VOLTAIRE,Eugène Atget,(French),(1857),(1927),(Male),1923,Photography
Museum Dinner Service (Luncheon plate),Eva Zeisel,(American),(1906),(2011),(Female),c. 1942-1945,Architecture & Design
"Telephone Wires, Mexico",Tina Modotti,(Italian),(1896),(1942),(Female),c. 1925,Photography
Cover from UNDER A GLASS BELL,Ian (Hugh Guiler) Hugo,(American),(1898),(1985),(Male),1944,Prints & Illustrated Books
"Plate 2 of 9, from the illustrated book, He Disappeared into Complete Silence",Louise Bourgeois,(American),(1911),(2010),(Female),1946-1947,Prints & Illustrated Books
Václav Havel: Protest / Pavel Kohout: Atest (Poster for double bill performance of two short plays by Czech dissident writers.),Mirko Ilić,(American),(1956),,(Male),1981,Architecture & Design
"Study related to ""The First Step""",Constantin Brancusi,(French),(1876),(1957),(Male),1913,Drawings
"Autumn (Automne) from L'Estampe moderne, no. 1",Émile-René Ménard,(French),(1862),(1930),(),1897,Prints & Illustrated Books
Untitled,Manfred Pernice,(German),(1963),,(Male),1998 - 2004,Drawings
"Barbecue, Hornitos, California",Ansel Adams,(American),(1902),(1984),(Male),1938,Photography
The Magician of Lublin,Larry Rivers,(American),(1923),(2002),(Male),1984,Prints & Illustrated Books
Platter (no. 253),James Prestini,(American),(1908),(1993),(Male),c. 1945,Architecture & Design
Plate (page 129) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),(French),(1887),(1965),(Male),1947-1955,Prints & Illustrated Books
Atlas II from Atlas I - VI,Rirkrit Tiravanija,(Thai),(1961),,(Male),1997,Prints & Illustrated Books
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,(),,,(),c. 1914,Prints & Illustrated Books
"MOSIER ISLAND, MAINE",Charles Pratt,(American),(1926),(1976),(Male),1962,Photography
Poster of the French National Railroad,Album-miscellaneous,(Various),,,(),1900-1943,Architecture & Design
Young Boss and Cowboy of A-A Ranch,Fritz Henle,(American),(1909),(1993),(Male),1936-1941,Photography
Phenomena Passing Noon,Paul Jenkins,(American),(1923),(2012),(Male),1967,Prints & Illustrated Books
Half Tones,Christian Holstad,(American),(1972),,(Male),2003,Drawings
Cue (Act 2),Janice Kerbel,(Canadian),(1969),,(Female),2012,Prints & Illustrated Books
Dirt Road - Tropical Institute,Luc Tuymans,(Belgian),(1958),,(Male),2003,Drawings
Self Portrait,Louise Bourgeois,(American),(1911),(2010),(Female),2006,Prints & Illustrated Books
"TEVIA AND GOLDA, plate 6 (folio 10) from TEVIA THE MILKMAN, Volume II",Anatoli Lvovich Kaplan,(Russian),(1902),(1980),(Male),1957-1961,Prints & Illustrated Books
Section. Dining room ceiling. (Elevation. Ground floor.),Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1925-1927,Architecture & Design
"PLACED ACCORDING TO THE LAWS OF CHANCE, plate 3 (double-page, supplementary suite) from DREAMS AND PROJECTS",Jean (Hans) Arp,(French),(1886),(1966),(Male),1952,Prints & Illustrated Books
Pineapple. Costume design for the ballet H.P. (Horsepower),Diego Rivera,(Mexican),(1886),(1957),(Male),1927,Drawings
Gnaw,Janine Antoni,(Bahamian),(1964),,(Female),1992,Painting & Sculpture
CATHEDRAL,Gabor Peterdi,(American),(1915),(2001),(Male),1958,Prints & Illustrated Books
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,(),,,(),c. 1914,Prints & Illustrated Books
"Christmas (Weihnacht) (plate, folio 36 verso) from the periodical Der Bildermann, vol. 1, no. 18 (Dec 1916)",August Gaul,(German),(1869),(1921),(Male),1916,Prints & Illustrated Books
