ID,SeparationType,Cease Date,DETE Start Date,Role Start Date,Position,Classification,Region,Business Unit,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Professional Development,Opportunities for promotion,Staff morale,Workplace issue,Physical environment,Worklife balance,Stress and pressure support,Performance of supervisor,Peer support,Initiative,Skills,Coach,Career Aspirations,Feedback,Further PD,Communication,My say,Information,Kept informed,Wellness programs,Health & Safety,Gender,Age,Aboriginal,Torres Strait,South Sea,Disability,NESB
450,Resignation-Other employer,2012,Not Stated,Not Stated,Teacher,Primary,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,SA,D,A,N,SA,SA,SA,SA,A,A,SA,SA,SA,SA,SA,SA,SA,SA,D,N,Male,36-40,N/A,N/A,N/A,N/A,N/A
451,Age Retirement,2013,1970,1992,Teacher,Primary,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,A,A,N,A,D,D,N,A,A,A,A,A,A,A,A,A,A,A,A,D,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
452,Resignation-Other reasons,2013,2009,2012,Teacher Aide,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,21-25,N/A,N/A,N/A,N/A,N/A
453,Resignation-Move overseas/interstate,2013,1991,2007,Head of Curriculum/Head of Special Education,,Not Stated,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N,A,A,A,A,D,A,SA,A,A,A,A,A,A,N,A,A,A,A,D,N,Female,41-45,N/A,N/A,N/A,N/A,N/A
454,Age Retirement,2013,Not Stated,Not Stated,Cleaner,,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N/A,A,A,A,A,A,A,A,A,A,A,N/A,A,A,A,A,A,A,N,A,Male,61 or older,N/A,N/A,N/A,N/A,N/A
455,Resignation-Move overseas/interstate,2013,2013,2013,Public Servant,A01-A04,Central Office,Human Resources,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,N/A,A,N/A,A,N,N,A,A,SA,SA,A,N,N/A,N/A,A,A,A,A,A,A,Female,56-60,N/A,N/A,N/A,N/A,N/A
456,Other,2013,2009,2009,Teacher,Secondary,Central Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,A,N,N,A,N,SD,SD,A,A,A,SA,N/A,A,N,D,SD,N,N,N,A,A,Female,26-30,N/A,N/A,N/A,N/A,N/A
457,Resignation-Other reasons,2013,2013,2013,Teacher,Primary,Not Stated,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,N,A,N,A,D,SD,A,A,N,A,SD,M,A,A,A,N,A,A,N,N,Female,21-25,N/A,N/A,N/A,N/A,N/A
458,Voluntary Early Retirement (VER),2013,1974,1982,Teacher,Primary,Not Stated,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,A,N,N/A,SD,SD,D,SD,N/A,A,SD,A,A,SD,SD,SD,SD,N/A,A,SD,SD,N/A,Female,56-60,N/A,N/A,N/A,N/A,N/A
459,Age Retirement,2013,1972,1989,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,A,N,A,N,N,N,A,A,SA,A,A,A,N,A,A,A,A,A,A,A,A,Female,56-60,N/A,N/A,N/A,N/A,N/A
460,Resignation-Move overseas/interstate,2012,2011,2013,Public Servant,AO5-AO7,Central Office,Information and Technologies,Temporary Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,N,A,A,N,A,SA,A,SA,A,A,SA,SA,SA,N,A,A,N,N,N,Female,36-40,N/A,N/A,N/A,N/A,N/A
461,Termination,2013,2009,2009,School Administrative Staff,,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,SA,N,A,A,SA,A,A,A,A,A,SD,N,A,N,A,A,A,A,N,SA,Female,51-55,N/A,N/A,N/A,N/A,N/A
462,Resignation-Other reasons,2013,2010,2010,Teacher Aide,,Not Stated,,Permanent Part-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,51-55,N/A,N/A,N/A,N/A,N/A
463,Voluntary Early Retirement (VER),2013,1981,1981,Teacher,Primary,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,A,A,SA,A,A,A,SA,SA,SA,SA,A,A,A,A,A,A,A,N,SA,Female,51-55,N/A,N/A,N/A,N/A,N/A
464,Ill Health Retirement,2013,1991,Not Stated,Teacher,Primary,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,A,N/A,SA,A,A,D,SD,A,SA,A,A,A,D,D,A,SA,A,A,D,SD,A,Female,41-45,N/A,N/A,N/A,Yes,N/A
465,Resignation-Other employer,2013,2002,2002,Teacher,Primary,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,N,A,A,SA,A,A,SA,SA,A,N/A,SA,SA,N/A,SA,A,SA,SA,N,N/A,Female,36-40,N/A,N/A,N/A,N/A,N/A
466,Age Retirement,2013,1991,2008,Teacher,Special Education,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,A,N,A,N,A,A,A,SA,SA,SA,D,SA,SA,SA,SA,SA,SA,SA,SA,A,A,Female,56-60,N/A,N/A,N/A,N/A,N/A
467,Resignation-Other reasons,2013,2000,2013,Teacher,Secondary,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,N,N,Female,41-45,N/A,N/A,N/A,N/A,N/A
468,Age Retirement,2012,Not Stated,Not Stated,Teacher Aide,,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SA,N,A,N,A,SA,SA,A,A,A,A,N,A,A,A,A,A,A,A,A,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
469,Ill Health Retirement,2013,1999,1999,Cleaner,,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SA,A,A,A,A,A,A,A,A,A,A,A,SA,SA,A,A,A,A,A,SA,M,Female,61 or older,N/A,N/A,N/A,N/A,N/A
470,Other,2013,2010,2013,Teacher,Primary,Darling Downs South West,,Permanent Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,A,N,A,A,N,A,A,A,A,A,A,A,A,A,A,A,A,A,N,A,Female,21-25,N/A,N/A,N/A,N/A,N/A
471,Resignation-Other reasons,2013,1990,2013,Teacher,Primary,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,SA,D,SD,A,SD,SD,SD,SD,A,A,SA,A,SA,,SA,SA,SA,SA,SA,SD,SA,Female,46-50,N/A,N/A,N/A,Yes,N/A
472,Resignation-Other reasons,2013,Not Stated,Not Stated,Teacher,Secondary,South East,,Permanent Part-time,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,A,M,M,SD,A,M,SD,SD,SD,N,SD,N,N/A,SD,N/A,SD,SD,SD,SD,M,SD,Female,56-60,N/A,N/A,N/A,N/A,N/A
473,Age Retirement,2013,1970,1998,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,D,A,SD,D,A,SD,SD,SD,D,A,SA,A,SD,SD,A,A,A,A,A,D,SD,Female,61 or older,N/A,N/A,N/A,N/A,N/A
474,Resignation-Other reasons,2013,1997,1997,Teacher,Primary,North Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N,N,SD,N,A,D,N,D,D,A,N,D,D,D,N,N,N,N,SD,SD,N,Female,51-55,N/A,N/A,N/A,N/A,N/A
475,Age Retirement,2013,2002,2009,Teacher Aide,,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,A,A,A,A,A,A,A,A,A,N,N,A,N,N,A,N,N,N,A,,61 or older,N/A,N/A,N/A,N/A,N/A
476,Ill Health Retirement,2013,2005,2005,Cleaner,,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,N,A,A,A,A,A,A,N,N,A,N,N,N,N,A,A,N,N,M,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
477,Resignation-Other reasons,2013,2008,2011,Teacher,Secondary,Metropolitan,,Casual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,N/A,SD,N,N,SD,N/A,SD,N/A,SD,N/A,N/A,N/A,N,N/A,SD,N/A,SD,N/A,N/A,A,Male,51-55,N/A,N/A,N/A,N/A,Yes
478,Resignation-Move overseas/interstate,2013,2004,2004,Cleaner,,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,A,A,A,A,A,A,A,A,A,A,N,A,N,A,A,A,A,N,A,Male,46-50,N/A,N/A,N/A,N/A,N/A
479,Resignation-Other reasons,2013,2000,Not Stated,Teacher,Primary,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,A,SA,SA,Female,51-55,N/A,N/A,N/A,N/A,N/A
480,Resignation-Other reasons,2013,2013,2013,Teacher,Primary,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N,N,SA,N,SA,N,N,SA,SA,N,N,N/A,N/A,N/A,N/A,SA,SA,SA,SA,N/A,N/A,Female,26-30,Yes,N/A,N/A,N/A,N/A
481,Age Retirement,2013,1976,1976,Teacher Aide,,South East,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,A,A,A,A,A,A,A,A,A,A,SA,SA,SA,A,N,N,N,A,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
482,Resignation-Other reasons,2012,1990,1990,Teacher Aide,,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,N,N,N,A,N,N,N,N,N,N,A,N,A,A,N,A,A,A,N,N,Male,41-45,N/A,N/A,N/A,N/A,N/A
483,Age Retirement,2013,1999,2008,Teacher Aide,,South East,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,A,N,N,A,SA,A,A,SA,SA,A,N/A,SA,SA,N,A,SA,A,N/A,A,Female,56-60,N/A,N/A,N/A,N/A,N/A
484,Age Retirement,2013,1975,2009,Head of Curriculum/Head of Special Education,,Far North Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,A,A,A,A,D,A,A,A,SA,SA,SA,SA,D,D,N,A,A,A,D,A,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
485,Age Retirement,2013,1988,1988,Guidance Officer,,North Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,N,N,N,SD,N,N,N,A,A,D,A,D,D,N,D,A,N,D,SD,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
486,Resignation-Move overseas/interstate,2012,2005,2010,Teacher Aide,,South East,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,N,D,A,A,A,A,N,A,A,SA,A,A,A,A,N,A,A,A,N,A,Female,46-50,N/A,N/A,N/A,N/A,N/A
487,Resignation-Other reasons,2013,1993,1993,Teacher,Primary,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,A,D,A,A,A,A,A,A,N/A,N/A,N/A,A,A,A,A,A,A,Female,41-45,N/A,N/A,N/A,N/A,N/A
488,Ill Health Retirement,2012,1993,2010,Teacher Aide,,North Coast,,Permanent Part-time,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,SD,SD,SD,SD,A,A,SD,SD,D,D,SD,SD,SD,M,SD,SD,SD,SD,D,SD,D,Female,61 or older,N/A,N/A,N/A,N/A,N/A
489,Age Retirement,2013,1987,1992,Guidance Officer,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SA,SA,A,SA,SA,A,A,SA,SA,SA,SA,A,SA,SA,SA,SA,SA,SA,SA,A,SA,Female,61 or older,N/A,N/A,N/A,N/A,N/A
490,Resignation-Other reasons,2012,Not Stated,Not Stated,Cleaner,,Not Stated,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N,N/A,A,N/A,N,N/A,N/A,A,N,A,N/A,N/A,N/A,SA,N/A,N/A,A,A,A,N,N,Female,46-50,N/A,N/A,N/A,N/A,N/A
491,Age Retirement,2013,1970,2012,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,A,SA,A,A,A,A,A,SA,SA,SA,SA,SA,A,SA,SA,A,SA,SA,SA,N,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
492,Ill Health Retirement,2013,1989,2005,Professional Officer,PO1-PO4,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,A,A,A,A,A,N,N,A,A,A,A,A,A,A,A,A,SA,A,SA,SA,A,Female,61 or older,N/A,N/A,N/A,N/A,N/A
493,Resignation-Other reasons,2013,1974,2008,Teacher,Special Education,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,A,SD,SD,N,A,D,SD,A,SA,SA,SA,SD,SD,SD,D,SD,SD,SD,SD,SD,,61 or older,N/A,N/A,N/A,N/A,N/A
494,Other,2013,1996,1996,Teacher Aide,,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,A,A,SA,SA,A,A,SA,SA,SA,A,N,N,A,A,SA,A,N,N,A,Female,56-60,N/A,N/A,N/A,N/A,N/A
495,Resignation-Other employer,2012,1988,1988,Cleaner,,Central Queensland,,Permanent Part-time,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,A,SD,D,A,SD,N,D,N,D,A,N,A,N,D,D,N,A,A,A,N,N,Female,56-60,N/A,N/A,N/A,N/A,N/A
496,Resignation-Other reasons,2013,2012,2012,Cleaner,,Central Queensland,,Permanent Part-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,A,A,A,A,A,A,A,N,N,A,N,A,A,A,A,N,N,Female,46-50,N/A,N/A,N/A,Yes,N/A
497,Ill Health Retirement,2013,2011,2012,Teacher,Secondary,Central Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,A,N,A,N,A,SD,D,A,N,A,SD,A,A,A,A,A,A,A,A,N,A,Male,51-55,,,,,
498,Resignation-Move overseas/interstate,2013,2009,2009,Teacher,Primary,Far North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,D,N,D,N,A,D,N,N,N,A,A,N,D,A,D,N,N,A,A,D,A,Male,36-40,,,,,
499,Age Retirement,2013,1995,2010,Public Servant,A01-A04,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,N,A,A,A,SD,N,N,A,A,A,A,SA,SA,SA,A,A,A,A,A,A,Male,51-55,,,,,
500,Resignation-Move overseas/interstate,2013,2013,2013,Public Servant,A01-A04,Central Office,Other,Temporary Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,N/A,A,SA,SA,SA,SA,SA,SA,A,A,N,SA,SA,SA,SA,SA,SA,SA,N,N,Female,26-30,,,,,
501,Resignation-Other employer,2013,2002,2002,Teacher,Primary,Central Queensland,Education Queensland,Permanent Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,A,SA,SA,SA,A,A,A,SA,A,SA,A,A,A,N,SA,SA,SA,SA,A,A,Female,31-35,,,,,
502,Ill Health Retirement,2013,1971,1971,Teacher,Secondary,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,A,N,N,D,A,D,N,D,N,A,A,A,D,D,N,A,D,N,N,A,A,,61 or older,,,,,
503,Ill Health Retirement,2013,1977,1978,School Principal,,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,D,D,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,56-60,,,,,
504,Resignation-Other reasons,2013,1972,2013,Teacher,Secondary,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,N,N,N,N/A,D,D,D,SD,N,SD,D,N,D,D,N,N,D,D,D,D,D,Male,61 or older,,,,,
505,Resignation-Move overseas/interstate,2013,2008,2011,Teacher,Secondary,South East,,Permanent Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,N,SA,A,N,A,SA,SA,A,N,A,A,SA,A,A,A,A,D,A,Male,36-40,,,,,
506,Resignation-Other reasons,2013,1989,Not Stated,Teacher,Special Education,Not Stated,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,N,SA,SA,A,D,A,SA,SA,SA,SA,N,SA,SA,SA,SA,SA,SA,SA,N,N,Female,46-50,,,,,
507,Resignation-Other reasons,2013,2009,2010,Public Servant,A01-A04,North Coast,,Permanent Full-time,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,D,D,D,SA,A,D,N,N,A,A,A,A,A,A,D,A,N,N,SD,A,Female,21-25,,,,,
508,Ill Health Retirement,2013,1992,1994,Public Servant,A01-A04,Not Stated,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,N,A,A,A,A,A,A,A,A,A,A,N,N,A,A,A,A,A,N,A,Female,46-50,,,,,
509,Ill Health Retirement,2013,Not Stated,Not Stated,Teacher Aide,Primary,Central Office,Early Childhood Education and Care,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,SA,SA,A,SA,SA,SA,SA,SA,SA,SA,N/A,N/A,A,N/A,SA,SA,SA,SA,N/A,A,Female,56-60,,,,,
510,Age Retirement,2013,1995,1995,Teacher,Primary,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,N,SA,SD,A,A,SD,A,SA,N,A,SA,SA,SA,N,SA,A,SA,SA,SA,M,N,Male,51-55,,,,,
511,Other,2013,2013,2013,Other,,South East,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,N/A,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,N,N,Male,36-40,,,,,
512,Age Retirement,2013,1970,1975,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,A,N,D,N,N,N,SA,A,A,A,A,A,A,A,N,N,N,N,A,Male,61 or older,,,,,
513,Age Retirement,2014,1977,1977,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,D,N,N,A,D,D,N,A,SA,A,A,N,N,D,D,N,A,A,A,D,A,Female,56-60,,,,,
