last_name,first_name,birthday,gender,type,state,party
Holland,Edward,1861-02-26,M,rep,VA,Democrat
Hulings,Willis,1850-07-01,,rep,PA,Republican
Igoe,William,1879-10-19,M,rep,MO,Democrat
Johnston,John,1882-07-10,M,rep,NY,Democrat
Juul,Niels,1859-04-27,,rep,IL,Republican
Kennedy,Charles,1869-03-24,M,rep,IA,Republican
Kenyon,William,1869-06-10,M,sen,IA,Republican
Kettner,William,1864-11-20,M,rep,CA,Democrat
Lesher,John,1866-07-27,M,rep,PA,Democrat
Lever,Asbury,1875-01-05,,rep,SC,Democrat
MacCrate,John,1885-03-29,M,rep,NY,Republican
Maher,James,1865-11-03,M,rep,NY,Democrat
Mann,Edward,1880-11-21,M,rep,SC,Democrat
Mays,James,1868-06-29,M,rep,UT,Democrat
McCormick,Joseph,1877-05-16,M,sen,IL,Republican
McGlennon,Cornelius,1878-12-10,M,rep,NJ,Democrat
McKiniry,Richard,1878-03-23,M,rep,NY,Democrat
McLane,Patrick,1875-03-14,M,rep,PA,Democrat
Monahan,James,1855-01-12,M,rep,WI,Republican
Moon,John,1855-04-22,M,rep,TN,Democrat
Moore,Joseph,1864-03-08,M,rep,PA,Republican
Morgan,Dick,1853-12-06,,rep,OK,Republican
Nelson,Knute,1843-02-02,,sen,MN,Republican
Newberry,Truman,1864-11-05,,sen,MI,Republican
Nicholls,Samuel,1885-05-07,M,rep,SC,Democrat
Nichols,Charles,1876-08-25,M,rep,MI,Republican
Olney,Richard,1871-01-05,M,rep,MA,Democrat
Owen,Robert,1856-02-02,M,sen,OK,Democrat
Pell,Herbert,1884-02-16,M,rep,NY,Democrat
Phelan,Michael,1875-10-22,M,rep,MA,Democrat
Platt,Edmund,1865-02-02,M,rep,NY,Republican
Ragsdale,James,1872-12-14,M,rep,SC,Democrat
Ramsey,John,1862-04-25,M,rep,NJ,Republican
Randall,Charles,1865-07-23,M,rep,CA,Prohibitionist
Randall,Clifford,1876-12-25,,rep,WI,Republican
Robbins,Edward,1860-09-27,M,rep,PA,Republican
Robinson,Leonidas,1867-04-22,,rep,NC,Democrat
Rowan,Joseph,1870-09-08,M,rep,NY,Democrat
Rowe,Frederick,1863-03-19,M,rep,NY,Republican
Sanders,Jared,1869-01-29,,rep,LA,Democrat
Sanford,Rollin,1874-05-18,,rep,NY,Republican
Saunders,Edward,1860-10-20,M,rep,VA,Democrat
Scully,Thomas,1868-09-19,M,rep,NJ,Democrat
Sells,Sam,1871-08-02,,rep,TN,Republican
Shields,John,1858-08-15,M,sen,TN,Democrat
Sims,Thetus,1852-04-25,,rep,TN,Democrat
Small,John,1858-08-29,M,rep,NC,Democrat
Smith,Thomas,1865-07-24,M,rep,NY,Democrat
Stanley,Augustus,1867-05-21,M,sen,KY,Democrat
Steele,Henry,1860-05-10,M,rep,PA,Democrat
Sterling,Thomas,1851-02-21,M,sen,SD,Republican
Sulzer,Charles,1879-02-24,M,rep,AK,
Swindall,Charles,1876-02-13,M,rep,OK,Republican
Swope,King,1893-08-10,,rep,KY,Republican
Thompson,Joseph,1871-04-29,M,rep,OK,Democrat
Van Dyke,Carl,1881-02-18,M,rep,MN,Democrat
Venable,William,1880-09-25,M,rep,MS,Democrat
Watkins,John,1854-01-15,M,rep,LA,Democrat
Watson,Walter,1867-11-25,M,rep,VA,Democrat
Webb,Edwin,1872-05-23,M,rep,NC,Democrat
Welling,Milton,1876-01-25,M,rep,UT,Democrat
Welty,Benjamin,1870-08-09,M,rep,OH,Democrat
Whaley,Richard,1874-07-15,M,rep,SC,Democrat
Wilson,James,1874-06-21,M,rep,TX,Democrat
Wilson,John,1867-08-20,M,rep,PA,Democrat
Wilson,William,1868-03-02,M,rep,IL,Republican
Yangco,Teodoro,1861-11-09,,rep,PI,
Young,James,1866-07-18,M,rep,TX,Democrat
Comer,Braxton,1848-11-07,,sen,AL,Democrat
Harding,Warren,1865-11-02,M,sen,OH,Republican
Andrews,William,1854-12-17,M,rep,NE,Republican
Ansorge,Martin,1882-01-01,M,rep,NY,Republican
Appleby,Theodore,1864-10-10,M,rep,NJ,Republican
Atkeson,William,1854-08-24,M,rep,MO,Republican
Baldwin,Henry,1871-01-12,M,rep,HI,Republican
Benham,John,1863-10-24,M,rep,IN,Republican
Bird,Richard,1878-11-04,M,rep,KS,Republican
Blackmon,Fred,1873-09-15,M,rep,AL,Democrat
Blakeney,Albert,1850-09-28,M,rep,MD,Republican
Bland,Oscar,1877-11-21,M,rep,IN,Republican
Bond,Charles,1877-05-29,M,rep,NY,Republican
Bowers,George,1863-09-13,M,rep,WV,Republican
Brandegee,Frank,1864-07-08,M,sen,CT,Republican
Brennan,Vincent,1890-04-22,,rep,MI,Republican
Brinson,Samuel,1870-03-20,M,rep,NC,Democrat
Brooks,Edward,1867-06-14,M,rep,PA,Republican
Brooks,Edwin,1868-09-20,M,rep,IL,Republican
Brown,Joseph,1880-02-11,M,rep,TN,Republican
Burke,William,1862-09-25,M,rep,PA,Republican
Burroughs,Sherman,1870-02-06,,rep,NH,Republican
Bursum,Holm,1867-02-10,,sen,NM,Republican
Cameron,Ralph,1863-10-21,M,sen,AZ,Republican
Campbell,Philip,1862-04-25,M,rep,KS,Republican
Cannon,Joseph,1836-05-07,M,rep,IL,Republican
Chandler,Thomas,1871-07-26,M,rep,OK,Republican
Chandler,Walter,1867-12-08,M,rep,NY,Republican
Classon,David,1870-09-27,M,rep,WI,Republican
Clouse,Wynne,1883-08-29,,rep,TN,Republican
Codd,George,1869-12-07,M,rep,MI,Republican
Connell,Charles,1864-09-22,M,rep,PA,Republican
Copley,Ira,1864-10-25,,rep,IL,Republican
Coughlin,Clarence,1883-07-27,,rep,PA,Republican
Crago,Thomas,1866-08-08,M,rep,PA,Republican
Crow,William,1870-03-10,M,sen,PA,Republican
Cummins,Albert,1850-02-15,M,sen,IA,Republican
De Veyra,Jaime,1873-11-04,,rep,PI,
Dillingham,William,1843-12-12,M,sen,VT,Republican
Dunn,Thomas,1853-03-16,M,rep,NY,Republican
Echols,Leonard,1871-10-30,M,rep,WV,Republican
Elston,John,1874-02-10,M,rep,CA,Republican
Ernst,Richard,1858-02-28,M,sen,KY,Republican
Evans,Robert,1856-07-15,M,rep,NE,Republican
Flood,Henry,1865-09-02,M,rep,VA,Democrat
Fordney,Joseph,1853-11-05,M,rep,MI,Republican
Frankhauser,William,1863-03-05,M,rep,MI,Republican
Gahn,Harry,1880-04-26,M,rep,OH,Republican
Gensman,Lorraine,1878-08-26,,rep,OK,Republican
Gernerd,Fred,1879-11-22,M,rep,PA,Republican
Good,James,1866-09-24,M,rep,IA,Republican
Goodykoontz,Wells,1872-06-03,,rep,WV,Republican
Gould,Norman,1877-03-15,,rep,NY,Republican
Hardy,Rufus,1855-12-16,M,rep,TX,Democrat
Harreld,John,1872-01-24,M,sen,OK,Republican
Hays,Edward,1872-04-28,M,rep,MO,Republican
Henry,Lewis,1885-06-08,M,rep,NY,Republican
Herrick,Manuel,1876-09-20,,rep,OK,Republican
Hicks,Frederick,1872-03-06,M,rep,NY,Republican
Himes,Joseph,1885-08-15,M,rep,OH,Republican
Hogan,Michael,1871-04-22,M,rep,NY,Republican
Houghton,Alanson,1863-10-10,,rep,NY,Republican
Huck,Winnifred,1882-09-14,,rep,IL,Republican
Hukriede,Theodore,1878-11-09,M,rep,MO,Republican
Humphrey,Augustin,1859-02-18,,rep,NE,Republican
Husted,James,1870-03-16,M,rep,NY,Republican
Hutchinson,Elijah,1855-08-07,M,rep,NJ,Republican
Ireland,Clifford,1878-02-14,,rep,IL,Republican
Jacoway,Henderson,1870-11-07,,rep,AR,Democrat
James,Rorer,1859-03-01,,rep,VA,Democrat
Jefferis,Albert,1868-12-07,M,rep,NE,Republican
Johnson,Paul,1880-03-23,M,rep,MS,Democrat
Jones,Evan,1872-10-23,,rep,PA,Republican
Kalanianaole,Jonah,1871-03-26,,rep,HI,Republican
Kelley,Patrick,1867-10-07,M,rep,MI,Republican
Kennedy,Ambrose,1875-12-01,,rep,RI,Republican
Kinkaid,Moses,1856-01-24,M,rep,NE,Republican
Kirkpatrick,William,1885-10-02,M,rep,PA,Republican
Kissel,John,1864-07-31,M,rep,NY,Republican
Kleczka,John,1885-05-06,M,rep,WI,Republican
Kline,Ardolph,1858-02-21,,rep,NY,Republican
Kline,Isaac,1858-08-18,M,rep,PA,Republican
Knight,Charles,1867-06-18,M,rep,OH,Republican
Kraus,Milton,1866-06-26,M,rep,IN,Republican
Kreider,Aaron,1863-06-26,M,rep,PA,Republican
Ladd,Edwin,1859-12-13,M,sen,ND,Republican
Lawrence,Henry,1868-01-31,M,rep,MO,Republican
Layton,Caleb,1851-09-08,,rep,DE,Republican
Lee,Warren,1876-02-05,M,rep,NY,Republican
Lenroot,Irvine,1869-01-31,,sen,WI,Republican
London,Meyer,1871-12-29,,rep,NY,Socialist
Lufkin,Willfred,1879-03-10,,rep,MA,Republican
Luhring,Oscar,1879-02-11,M,rep,IN,Republican
Maloney,Robert,1881-02-03,M,rep,MA,Republican
Mann,James,1856-10-20,M,rep,IL,Republican
Mason,William,1850-07-07,M,rep,IL,Republican
McArthur,Clifton,1879-06-10,,rep,OR,Republican
McCormick,Washington,1884-01-04,,rep,MT,Republican
McKinley,William,1856-09-05,M,sen,IL,Republican
McLaughlin,Joseph,1867-06-09,M,rep,PA,Republican
McPherson,Isaac,1868-03-08,M,rep,MO,Republican
Millspaugh,Frank,1872-01-14,M,rep,MO,Republican
Mondell,Franklin,1860-11-06,M,rep,WY,Republican
Montoya,Néstor,1862-04-14,,rep,NM,Republican
Nelson,Adolphus,1872-03-28,,rep,WI,Republican
Nicholson,Samuel,1859-02-22,M,sen,CO,Republican
Nolan,John,1874-01-14,M,rep,CA,Republican
Norton,Miner,1857-05-11,,rep,OH,Republican
Ogden,Charles,1873-02-04,M,rep,KY,Republican
Olpp,Archibald,1882-05-12,M,rep,NJ,Republican
Overstreet,James,1866-08-28,M,rep,GA,Democrat
Padgett,Lemuel,1855-11-28,,rep,TN,Democrat
Parker,Richard,1848-08-06,M,rep,NJ,Republican
Parrish,Lucian,1878-01-10,,rep,TX,Democrat
Paul,John,1883-12-09,M,rep,VA,Republican
Peters,John,1864-08-13,M,rep,ME,Republican
Petersen,Andrew,1870-03-10,M,rep,NY,Republican
Pringey,Joseph,1858-05-22,M,rep,OK,Republican
Radcliffe,Amos,1870-01-16,,rep,NJ,Republican
Rainey,Lilius,1876-07-27,,rep,AL,Democrat
Reavis,Charles,1870-09-05,M,rep,NE,Republican
Reber,John,1858-02-01,M,rep,PA,Republican
Rhodes,Marion,1868-01-04,,rep,MO,Republican
Ricketts,Edwin,1867-08-03,M,rep,OH,Republican
Riddick,Carl,1872-02-25,M,rep,MT,Republican
Robertson,Alice,1854-01-02,,rep,OK,Republican
Rodenberg,William,1865-10-30,M,rep,IL,Republican
Rose,John,1856-05-18,M,rep,PA,Republican
Rossdale,Albert,1878-10-23,M,rep,NY,Republican
Rucker,William,1855-02-01,M,rep,MO,Democrat
Ryan,Thomas,1890-06-17,M,rep,NY,Republican
Scott,Lon,1888-09-25,,rep,TN,Republican
Shaw,Guy,1881-05-16,M,rep,IL,Republican
Shelton,Samuel,1858-09-03,M,rep,MO,Republican
Siegel,Isaac,1880-04-12,M,rep,NY,Republican
Sisson,Thomas,1869-09-22,M,rep,MS,Democrat
Slemp,Campbell,1870-09-04,,rep,VA,Republican
Spencer,Selden,1862-09-16,,sen,MO,Republican
Stanfield,Robert,1877-07-09,M,sen,OR,Republican
Steenerson,Halvor,1852-06-30,,rep,MN,Republican
Stiness,Walter,1854-03-13,M,rep,RI,Republican
Stoll,Philip,1874-11-05,M,rep,SC,Democrat
Sweet,Burton,1867-12-10,,rep,IA,Republican
Taylor,Chester,1883-07-16,M,rep,AR,Democrat
Taylor,Samuel,1852-05-25,M,rep,AR,Democrat
Ten Eyck,Peter,1873-11-07,M,rep,NY,Democrat
Thorpe,Roy,1874-12-13,,rep,NE,Republican
Underwood,Oscar,1862-05-06,M,sen,AL,Democrat
Volk,Lester,1884-09-17,,rep,NY,Republican
Volstead,Andrew,1860-10-31,M,rep,MN,Republican
Walsh,Joseph,1875-12-16,M,rep,MA,Republican
Watson,Thomas,1856-09-05,M,sen,GA,Democrat
Weller,Ovington,1862-01-23,,sen,MD,Republican
Woods,James,1868-02-04,M,rep,VA,Democrat
Bayard,Thomas,1868-06-04,M,sen,DE,Democrat
Felton,Rebecca,1835-06-10,,sen,GA,Democrat
Pepper,George,1867-03-16,M,sen,PA,Republican
Rawson,Charles,1867-05-29,M,sen,IA,Republican
Allen,Robert,1865-11-28,M,rep,WV,Democrat
Anderson,Sydney,1881-09-18,,rep,MN,Republican
Boyce,William,1855-11-28,M,rep,DE,Democrat
Browne,Charles,1875-09-28,M,rep,NJ,Democrat
Bruce,William,1860-03-12,M,sen,MD,Democrat
Buckley,James,1870-11-18,M,rep,IL,Democrat
Cantrill,James,1870-07-09,M,rep,KY,Democrat
Clark,Frank,1860-03-28,M,rep,FL,Democrat
Cockran,William,1854-02-28,M,rep,NY,Democrat
Cole,Raymond,1870-08-21,M,rep,OH,Republican
Cook,Samuel,1860-09-30,M,rep,IN,Democrat
Croll,William,1866-04-09,M,rep,PA,Democrat
Cummings,Herbert,1873-07-13,M,rep,PA,Democrat
Davis,Charles,1849-09-17,M,rep,MN,Republican
Dupré,Henry,1873-07-28,M,rep,LA,Democrat
Eagan,John,1872-01-22,M,rep,NJ,Democrat
Edwards,Edward,1863-12-01,M,sen,NJ,Democrat
Evans,Hiram,1863-03-17,,rep,IA,Republican
Fairfield,Louis,1858-10-15,M,rep,IN,Republican
Favrot,George,1868-11-26,M,rep,LA,Democrat
Ferris,Woodbridge,1853-01-06,,sen,MI,Democrat
Fields,William,1874-12-29,M,rep,KY,Democrat
Fleetwood,Frederick,1868-09-27,M,rep,VT,Republican
Foster,Israel,1873-01-12,,rep,OH,Republican
Ganly,James,1878-09-13,M,rep,NY,Democrat
Geran,Elmer,1875-10-24,,rep,NJ,Democrat
Glatfelter,Samuel,1858-04-07,M,rep,PA,Democrat
Graham,William,1872-02-07,M,rep,IL,Republican
Greene,William,1841-04-28,M,rep,MA,Republican
Hooker,James,1873-10-29,M,rep,VA,Democrat
Hull,Harry,1864-03-12,M,rep,IA,Republican
Humphreys,Benjamin,1865-08-17,M,rep,MS,Democrat
Humphreys,William,1890-09-09,M,rep,MS,Democrat
Jones,Andrieus,1862-05-16,,sen,NM,Democrat
Jost,Henry,1873-12-06,M,rep,MO,Democrat
Kahn,Julius,1861-02-28,,rep,CA,Republican
Kitchin,Claude,1869-03-24,,rep,NC,Democrat
La Follette,Robert,1855-06-14,M,sen,WI,Republican
Larson,Oscar,1871-05-20,M,rep,MN,Republican
Leach,Robert,1879-04-02,M,rep,MA,Republican
Lilly,Thomas,1878-06-03,M,rep,WV,Democrat
Little,Edward,1858-12-14,M,rep,KS,Republican
Lodge,Henry,1850-05-12,M,sen,MA,Republican
Logan,William,1874-06-21,M,rep,SC,Democrat
MacLafferty,James,1871-02-27,M,rep,CA,Republican
Mayfield,Earle,1881-04-12,,sen,TX,Democrat
McKenzie,John,1860-02-18,M,rep,IL,Republican
McLean,George,1857-10-07,M,sen,CT,Republican
McNulty,Frank,1872-08-10,M,rep,NJ,Democrat
Miller,Edward,1880-07-22,M,rep,IL,Republican
Minahan,Daniel,1877-08-08,M,rep,NJ,Democrat
Moore,Allen,1869-09-30,,rep,IL,Republican
Moore,Robert,1867-11-27,M,rep,GA,Democrat
Moores,Merrill,1856-04-21,,rep,IN,Republican
Morris,Joseph,1879-02-26,M,rep,KY,Democrat
Mott,Luther,1874-11-30,M,rep,NY,Republican
Mudd,Sydney,1885-06-20,,rep,MD,Republican
Nolan,Mae,1886-09-20,,rep,CA,Republican
O'Brien,Charles,1879-03-07,M,rep,NJ,Democrat
O'Sullivan,Patrick,1887-08-11,M,rep,CT,Democrat
Osborne,Henry,1848-10-04,M,rep,CA,Republican
Paige,Calvin,1848-05-20,,rep,MA,Republican
Park,Frank,1864-03-03,M,rep,GA,Democrat
Rainey,John,1880-12-21,M,rep,IL,Democrat
Ralston,Samuel,1857-12-01,M,sen,IN,Democrat
Reed,James,1861-11-09,M,sen,MO,Democrat
Reed,Stuart,1866-01-08,,rep,WV,Republican
Richards,Charles,1877-10-03,M,rep,NV,Democrat
Riordan,Daniel,1870-07-07,M,rep,NY,Democrat
Roach,Sidney,1876-07-25,,rep,MO,Republican
Rosenbloom,Benjamin,1880-06-03,M,rep,WV,Republican
Salmon,William,1868-04-03,M,rep,TN,Democrat
Sanders,Everett,1882-03-08,,rep,IN,Republican
Sawyer,Lewis,1867-06-24,M,rep,AR,Democrat
Sherwood,Isaac,1835-08-13,M,rep,OH,Democrat
Sites,Frank,1864-12-24,M,rep,PA,Democrat
Smith,John,1853-02-06,M,rep,MI,Republican
Snyder,Homer,1863-12-06,M,rep,NY,Republican
Stengle,Charles,1869-12-05,M,rep,NY,Democrat
Tague,Peter,1871-06-04,M,rep,MA,Democrat
Towner,Horace,1855-10-23,,rep,IA,Republican
Tyson,John,1856-11-28,M,rep,AL,Democrat
Ward,Charles,1879-04-27,M,rep,NY,Republican
Ward,Hallett,1870-08-31,,rep,NC,Democrat
Watkins,Elton,1881-07-06,,rep,OR,Democrat
Webster,John,1877-02-22,M,rep,WA,Republican
Wertz,George,1856-07-19,M,rep,PA,Republican
Wilson,William,1870-03-09,M,rep,IN,Democrat
Winslow,Samuel,1862-04-11,M,rep,MA,Republican
Wise,James,1868-03-03,M,rep,GA,Democrat
Wolff,Joseph,1878-06-14,M,rep,MO,Democrat
Young,George,1870-12-11,M,rep,ND,Republican
Butler,William,1861-01-29,M,sen,MA,Republican
Means,Rice,1877-11-16,,sen,CO,Republican
Appleby,Stewart,1890-05-17,,rep,NJ,Republican
Bailey,Ralph,1878-07-14,M,rep,MO,Republican
Bixler,Harris,1870-09-16,,rep,PA,Republican
Blease,Coleman,1868-10-08,,sen,SC,Democrat
Carpenter,Edmund,1865-06-27,M,rep,PA,Republican
Carter,Charles,1868-08-16,M,rep,OK,Democrat
Churchill,George,1866-10-24,M,rep,MA,Republican
Cleary,William,1849-07-20,M,rep,NY,Democrat
Deneen,Charles,1863-05-04,M,sen,IL,Republican
Edge,Walter,1873-11-20,M,sen,NJ,Republican
Fairchild,Benjamin,1863-01-05,M,rep,NY,Republican
Fernald,Bert,1858-04-03,,sen,ME,Republican
Flaherty,Lawrence,1878-07-04,M,rep,CA,Republican
Fredericks,John,1869-09-10,M,rep,CA,Republican
Fuller,Charles,1849-03-31,M,rep,IL,Republican
Funk,Frank,1869-04-05,M,rep,IL,Republican
Gillett,Frederick,1851-10-16,M,sen,MA,Republican
Goff,Guy,1866-09-13,M,sen,WV,Republican
Gorman,John,1883-06-02,M,rep,IL,Republican
Heflin,James,1869-04-09,M,sen,AL,Democrat
Hill,John,1879-05-02,M,rep,MD,Republican
Jarrett,William,1877-08-22,M,rep,HI,Democrat
Johnson,Ben,1858-05-20,,rep,KY,Democrat
Keller,Oscar,1878-07-30,M,rep,MN,Republican
Kirk,Andrew,1866-03-19,M,rep,KY,Republican
Langley,John,1868-01-14,M,rep,KY,Republican
Lee,Gordon,1859-05-29,,rep,GA,Democrat
Lineberger,Walter,1883-07-20,M,rep,CA,Republican
Little,Chauncey,1877-02-10,,rep,KS,Democrat
Magee,James,1877-04-05,M,rep,PA,Republican
McLaughlin,Melvin,1876-08-08,,rep,NE,Republican
McMaster,William,1877-05-10,M,sen,SD,Republican
Mills,Ogden,1884-08-23,,rep,NY,Republican
Montgomery,Samuel,1896-12-01,M,rep,OK,Republican
Newton,Cleveland,1873-09-03,,rep,MO,Republican
Patterson,Francis,1867-07-30,,rep,NJ,Republican
Perlman,Nathan,1887-08-02,M,rep,NY,Republican
Phillips,Thomas,1874-11-21,M,rep,PA,Republican
Phipps,Lawrence,1862-08-30,M,sen,CO,Republican
Pine,William,1877-12-30,M,sen,OK,Republican
Raker,John,1863-02-22,M,rep,CA,Democrat
Ransdell,Joseph,1858-10-07,M,sen,LA,Democrat
Rogers,John,1881-08-18,M,rep,MA,Republican
Rouse,Arthur,1874-06-20,M,rep,KY,Democrat
Sackett,Frederic,1868-12-17,,sen,KY,Republican
Scott,Frank,1878-08-25,M,rep,MI,Republican
Simmons,Furnifold,1854-01-20,,sen,NC,Democrat
Smithwick,John,1872-07-17,M,rep,FL,Democrat
Sosnowski,John,1883-12-08,M,rep,MI,Republican
Swartz,Joshua,1867-06-09,M,rep,PA,Republican
Swoope,William,1862-10-03,M,rep,PA,Republican
Taylor,Herbert,1869-02-19,M,rep,NJ,Republican
Taylor,James,1878-09-25,M,rep,WV,Democrat
Thayer,Harry,1869-09-10,M,rep,MA,Republican
Thomas,Elmer,,,rep,OK,Democrat
Thomas,Robert,1855-07-13,M,rep,KY,Democrat
Tincher,Jasper,1878-11-02,,rep,KS,Republican
Tolley,Harold,1894-01-16,M,rep,NY,Republican
Tyson,Lawrence,1861-07-04,M,sen,TN,Democrat
Upshaw,William,1866-10-15,M,rep,GA,Democrat
Voigt,Edward,1873-12-01,M,rep,WI,Republican
Walters,Anderson,1862-05-18,,rep,PA,Republican
Warren,Francis,1844-06-20,,sen,WY,Republican
Wefald,Knud,1869-11-03,,rep,MN,Farmer-Labor
Wheeler,Loren,1862-10-07,,rep,IL,Republican
Williams,Arthur,1872-01-27,M,rep,MI,Republican
Williams,George,1871-12-01,M,sen,MO,Republican
Woodyard,Harry,1867-11-13,M,rep,WV,Republican
du Pont,Thomas,1863-12-11,M,sen,DE,Republican
Gould,Arthur,1857-03-16,M,sen,ME,Republican
Hawes,Harry,1869-11-15,M,sen,MO,Democrat
Smith,Frank,1867-11-24,M,sen,IL,Republican
Steck,Daniel,1881-12-16,M,sen,IA,Democrat
Stewart,David,1887-01-22,M,sen,IA,Republican
Anthony,Daniel,1870-08-22,M,rep,KS,Republican
Beck,Joseph,1866-03-14,M,rep,WI,Republican
Begg,James,1877-02-16,M,rep,OH,Republican
Berger,Victor,1860-02-28,M,rep,WI,Socialist
Bingham,Hiram,1875-11-19,,sen,CT,Republican
Black,Eugene,1879-07-02,M,rep,TX,Democrat
Blaine,John,1875-05-04,M,sen,WI,Republican
Boies,William,1857-01-03,M,rep,IA,Republican
Bowles,Henry,1866-01-06,M,rep,MA,Republican
Bowling,William,1870-09-24,M,rep,AL,Democrat
Brookhart,Smith,1869-02-02,,sen,IA,Republican
Broussard,Edwin,1874-12-04,M,sen,LA,Democrat
Bushong,Robert,1883-06-10,M,rep,PA,Republican
Butler,Thomas,1855-11-04,M,rep,PA,Republican
Caraway,Thaddeus,1871-10-17,,sen,AR,Democrat
Carss,William,1865-02-15,M,rep,MN,Farmer-Labor
Cohen,William,1874-09-06,M,rep,NY,Democrat
Combs,George,1899-05-02,M,rep,MO,Democrat
Crumpacker,Maurice,1886-12-19,,rep,OR,Republican
Curtis,Charles,1860-01-25,M,sen,KS,Republican
Dale,Porter,1867-03-01,,sen,VT,Republican
Davey,Martin,1884-07-25,M,rep,OH,Democrat
Deal,Joseph,1860-11-19,M,rep,VA,Democrat
England,Edward,1869-09-29,M,rep,WV,Republican
Faust,Charles,1879-04-24,M,rep,MO,Republican
Fitzgerald,William,1858-10-13,M,rep,OH,Republican
Frothingham,Louis,1871-07-13,M,rep,MA,Republican
Furlow,Allen,1890-11-09,,rep,MN,Republican
Gallivan,James,1866-10-22,M,rep,MA,Democrat
Gardner,Frank,1872-05-08,M,rep,IN,Democrat
Garrett,Finis,1875-08-26,,rep,TN,Democrat
Gooding,Frank,1859-09-16,M,sen,ID,Republican
Green,William,1856-11-07,M,rep,IA,Republican
Harrison,Thomas,1856-08-05,M,rep,VA,Democrat
Hazlett,James,1864-10-14,M,rep,PA,Republican
Hersey,Ira,1858-03-31,,rep,ME,Republican
Howard,Everette,1873-09-19,,rep,OK,Democrat
Jacobstein,Meyer,1880-01-25,,rep,NY,Democrat
Jones,Wesley,1863-10-09,,sen,WA,Republican
Kent,Everett,1888-11-15,,rep,PA,Democrat
Kindred,John,1864-07-15,M,rep,NY,Democrat
King,Edward,1867-07-01,M,rep,IL,Republican
Lazaro,Ladislas,1872-06-05,,rep,LA,Democrat
Lowrey,Bill,1862-05-25,,rep,MS,Democrat
Lyon,Homer,1879-03-01,M,rep,NC,Democrat
MacGregor,Clarence,1872-09-16,,rep,NY,Republican
Madden,Martin,1855-03-21,M,rep,IL,Republican
Magee,Walter,1861-05-23,M,rep,NY,Republican
Monast,Louis,1863-07-01,M,rep,RI,Republican
Moore,Paul,1868-08-05,M,rep,NJ,Democrat
Moorman,Henry,1880-06-09,M,rep,KY,Democrat
Morin,John,1868-04-18,M,rep,PA,Republican
Morrow,John,1865-04-19,M,rep,NM,Democrat
Moses,George,1869-02-09,M,sen,NH,Republican
O'Brien,William,1862-01-08,M,rep,WV,Democrat
Oddie,Tasker,1870-10-20,,sen,NV,Republican
Oldfield,William,1874-02-04,M,rep,AR,Democrat
Overman,Lee,1854-01-03,,sen,NC,Democrat
Palmer,Cyrus,1887-02-12,,rep,PA,Republican
Peery,George,1873-10-28,M,rep,VA,Democrat
Rathbone,Henry,1870-02-12,M,rep,IL,Republican
Reed,James,1881-01-02,M,rep,AR,Democrat
Rubey,Thomas,1862-09-27,M,rep,MO,Democrat
Shortridge,Samuel,1861-08-03,M,sen,CA,Republican
Sinnott,Nicholas,1870-12-06,M,rep,OR,Republican
Smoot,Reed,1862-01-10,,sen,UT,Republican
Stephens,Ambrose,1862-06-03,,rep,OH,Republican
Strother,James,1868-06-29,M,rep,WV,Republican
Sweet,Thaddeus,1872-11-16,,rep,NY,Republican
Tatgenhorst,Charles,1883-08-19,M,rep,OH,Republican
Tillman,John,1859-12-13,M,rep,AR,Democrat
Updike,Ralph,1894-05-27,M,rep,IN,Republican
Vaile,William,1876-06-22,M,rep,CO,Republican
Vare,William,1867-12-24,M,sen,PA,Republican
Vincent,Earl,1886-03-27,M,rep,IA,Republican
Ware,Orie,1882-05-11,,rep,KY,Democrat
Waterman,Charles,1861-11-02,M,sen,CO,Republican
Watson,James,1864-11-02,M,sen,IN,Republican
White,Hays,1855-09-21,,rep,KS,Republican
White,Sebastian,1864-12-24,,rep,CO,Democrat
Willis,Frank,1871-12-28,M,sen,OH,Republican
Wilson,Thomas,1893-01-24,M,rep,MS,Democrat
Winter,Charles,1870-09-13,M,rep,WY,Republican
Burton,Theodore,1851-12-20,M,sen,OH,Republican
Glenn,Otis,1879-08-27,,sen,IL,Republican
Larrazolo,Octaviano,1859-12-07,,sen,NM,Republican
Locher,Cyrus,1878-03-08,,sen,OH,Democrat
Allen,Henry,1868-09-11,M,sen,KS,Republican
Baird,David,1881-10-10,M,sen,NJ,Republican
Baird,Joseph,1865-11-12,M,rep,OH,Republican
Bell,Thomas,1861-03-17,M,rep,GA,Democrat
Blackburn,Robert,1870-04-09,M,rep,KY,Republican
Box,John,1871-03-28,M,rep,TX,Democrat
Brigham,Elbert,1877-10-19,,rep,VT,Republican
Brock,William,1872-03-14,M,sen,TN,Democrat
Browne,Edward,1868-02-16,M,rep,WI,Republican
Carew,John,1873-04-16,M,rep,NY,Democrat
Casey,John,1875-05-26,M,rep,PA,Democrat
Chalmers,William,1861-11-01,M,rep,OH,Republican
Clark,Linwood,1876-03-21,,rep,MD,Republican
Craddock,John,1881-10-26,M,rep,KY,Republican
Cramton,Louis,1875-12-02,M,rep,MI,Republican
Curry,Charles,1858-03-14,M,rep,CA,Republican
Cutting,Bronson,1888-06-23,,sen,NM,Republican
Dempsey,Stephen,1862-05-08,M,rep,NY,Republican
Denison,Edward,1873-08-28,M,rep,IL,Republican
Dill,Clarence,1884-09-21,,sen,WA,Democrat
