year,statement,,,
2012,"This count also takes into account distinctions between techniques categorized as ""enhanced"" or ""standard"" by the CIA at the time they were a p p l i e d T h e 17 detainees who 38595 (201216ZMAY 03); | 35341 139042(^^MMAY03)jemailfr^^ 3 8 1 2 6 39098 to: (131326Z M A Y 03); (121709Z MAY 03).",,,
2012,See (201225Z MAY 03).,,,
2012,"An accusation related to an additional detainee was included in a September 6, 2012, Human Rights Watch report entitled, ""Delivered Into Enemy Hands.""",,,
2012,"In meetings between the Committee staff and tlie CIA in the summer of 2013, tlie CIA was unable to explain the details ofthe photograpM^nclude the buckets, solution, and watering can, as well as the waterboard's presence at DETENTION SITEI^BB- response to the allegations in the September 2012 Human Rights Watchreport,theCIAstated: ""Theagencyhasbeenontherecordthattherearethreesubstantiatedcasesinwhich detaineesweresubjectedtothewaterboardingtechniqueundertheprogram.""",,,
2012,'228 DIRECTOrJ^H (121550Z JUN 03) '229 alec ^^B(022012Z MAY 03) 1230 Memorandum for: Action detainee branch; date: 12 June 2003.,,,
2012,"See""LibyanAllegesWaterboarding by CIA, Report Says,"" New York Times, September 6, 2012.",,,
2012,"On October 3, 2012, the CIA provided the Committee with a document entitled, ""Lessons for the Hunt for Bin Ladin,"" completed in September 2012 by the See intelligence chronology in Volume n, including CIA recor^Xall Details Incoming and Outgoing"") relating to calling activity for B H j U l ^ e number 4 H H ; ALECl^HgipOSTZ AUG 02); [REDACTED] 65902 (080950ZAUG02); ALECHHB(092204ZAUG0^^^^^^||idated 17September2001; [REDACTED] 60077 (09/17/2001); DIRECTOR • • (221240Z AUG 02); and DIRECTOR • • (251833Z JUN 02).",,,
2012,"See also^^j/Zf/h 10644 (201235Z AUG 02); and email from: [REDACTED]; to: and [REDACTED]; subject: ""Re: So i^egins""; date; August 4,2002, at09:45 AM.",,,
2012,"and Conclusions TQPSECRETm //NQFQRN Approved December 13, 2012 Updatedfor Release April 3, 2014 Deelassiftcatipri Revisions December 3, 2014 Page 1 of 19 UNCLASSIFIED UNCLASSIFIED The Committee makes the following findings and conclusions: #1: The CIA's use of its enhanced interrogation techniques was not an effective means of acquiring intelligence or gaining cooperation from detainees.",,,
2012,"This assertion in the CIA's June 2013 Response contains several enors: First, as described, the statement in the December 13, 2012, Committee Study pertains to Abu Zubaydah's reporting on Ramzi bin al-Shibh, not Hassan Ghul.",,,
2012,"Committee Memorandum for the Record, ""Staff Briefing with Bob Deitz on his Inquiry into the Investigative Practices of the CIA Inspector General,"" October 17, 2007 (DTS #2007-4166); Committee Memorandum for the Record, ""Notes from Meetings with John Helgerson and Bob Deitz in late 2007 and early 2008"" (DTS #2012-4203); Committee Memorandum for the Record, ""StaffBriefing with CIA Inspector General John Helgerson"" (DTS #2007- 4165).",,,
2012,"CIA records indicate tiiat prior to receiving any information from CIA detainees, the CIA had collected: The CIA's June 2013 Response states that the December 13, 2012, Committee Study ""inconectly characterizes the intelligence we had on Abu Alimad before acquiring information on him from detainees in CIA custody as 'critical.'""",,,
2012,"The CIA's September 2012 ""Lessons from the Hunt for Bin Ladin,"" compiled by the CIA's Center for the Study of Intelligence (See DTS #2012-3826), appears to utilize the same inaccurate information, stating: ""In sum, 25 detainees provided information on Abu Ahmad al-Kuwaiti, his al-Qa'ida membership, and his historic role as a courier for Bin Ladin.",,,
2012,"Following the December 2012 vote, the Committee Study was sent to the President and appropriate parts of the Executive Branch for comments by February 15, 2013.",,,
2012,"TheCIAagreedtoa$5million indemnification contract for the company that covered, among other expenses, criminal prosecution.^""^' Company Y hired a prominent law firm for representation in 2007,'®^^ and billed the CIA $1.1 million for legal expenses from 2007 through 2012 per its indemnification agreement.",,,
2012,"1035 confirmation, received by telephone on November 16, 2012.",,,
2012,"The CIA's September 2012 ""Lessons from the Hunt for Bin Ladin,"" compiled by the CIA's Center for the Study of Intelligence (DTS #2012-3826), appears to utilize the same inaccurate information, stating: ""In sum, 25 detainees provided information on Abu Ahmad al-Kuwaiti, his al-Qa'ida membership, and his historic role as a courier for Bin Ladin.",,,
2012,"^ From January 2, 2008, to August 30, 2012, the Department of Justice conducted a separate investigation into various aspects of the CIA's Detention and Interrogation Program, witli tlie possibility of criminal prosecutions of CIA personnel and contractors.",,,
2012,"TOP SECRET Nofqrn ^CLASSIFIED' Senate Select Comiiiittee on Infelligeoee Committee Study ofthe CentralIntelligenceAgmcy's Detention and Interrogation Program SBg=53 Foreword by Senate Select Committee on Intelligence Chairman Bianne Feinstein Findings and Concliisioiis Executive Summary Approved Deeember 13,,2012 Updatedfor Release April 3, 2014 Deciassificatiori Revisions December 3, M l 4 TQPSECRE^ m¥Qfm UNCLASSIFIED UNCL A SSIFIED Foreword On April 3, 2014, the Senate Select Committee on Intelligence voted to send the Findings and Conclusions and the Executive Summary of its final Study on the CIA's Detention and Interrogation Program to the President for declassification and subsequent public release.",,,
2012,"""Lessons from the Hunt for Bin Ladin,"" dated September 2012, compiled by the CIA's Center for the Study of Intelligence, and provided on October 3, 2012 (DTS #2012-3826).",,,
2012,"and Conclusions TQPSECRETm //NQFQRN Approved December 13, 2012 Updatedfor Release April 3, 2014 Deelassiftcatipri Revisions December 3, 2014 Page 1 of 19 UNCLASSIFIED UNCLASSIFIED The Committee makes the following findings and conclusions: #1: The CIA's use of its enhanced interrogation techniques was not an effective means of acquiring intelligence or gaining cooperation from detainees.",,,
2012,1036 #2009-1258; DTS #2012-4008.,,,
2012,"The CIA, in its June 2013 response to the Committee's Study from December 2012, has also already made and begun to implement its own recommendations.",,,
2012,"1039 Response from the CIA regarding Contract Costs for [Company Y], October 15, 2012 (DTS #2012-4008).",,,
2012,"'0'^' Response from the CIA regarding ContractCost^o^^Compan^G^cto^^ 15, 2012 (DTS #2012-4008).",,,
2012,"The first, on February 24, 2009, began with bipartisan support for a draft TermsofReference.-^^® TheCommitteemetagainonMarch5,2009,toconsiderarevised Terms of Reference, which was approved by a vote of 14-1.~^^^ On December 13, 2012, after a review of more than six million pages of records, the Committee approved a 6,300-page Study of the CIA's Detention and See Committee business meeting records and transcript from February 11, 2009 (DTS #2009-1420).",,,
2012,"{See December 2, 2004, interview with [REDACTED], Chief, DO, CTC UBL Department, ) The CIA's September 2012 ""Lessons from the Hunt for Bin Ladin,"" compiled by the CIA's Center for the Study of Intelligence (DTS #2012- 3826), states that: ""Ghul's tantalizing lead began a systematic but low profile effort to target and further identify Abu Ahmad.""",,,
2012,"2375 10544 (201235Z AUG 02); email from: [REDACTED]^••••• and [REDACTED]; subject: Re: So it begins; date: August 4, 2002, at 09:45:09 AM; ||||^^^| 1080^ni929Z MAR 03).",,,
2012,"{See December 2, 2004, interview with [REDACTED], Chief, DO, CTC UBL Department, ) The CIA's September 2012 ""Lessons from the Hunt for Bin Ladin,"" compiled by the CIA's Center for the Study of Intelligence (DTS #2012- 3826), states that: ""Ghul's tantalizing lead began a systematic but low profile effort to target and further identify Abu Ahmad.""",,,
2012,"(See WASHINGTON ^Bf(232012Z MAY 02), CIA (032022Z APR 02); 17743 (051408Z MAR 02); DIRECTOR (161821Z JUL 03X^A1-Hawsawi's arrest on March 1, 2003, was unrelated to any reporting from CIA detainees.",,,
2012,"TOP SECRET Nofqrn ^CLASSIFIED' Senate Select Comiiiittee on Infelligeoee Committee Study ofthe CentralIntelligenceAgmcy's Detention and Interrogation Program SBg=53 Foreword by Senate Select Committee on Intelligence Chairman Bianne Feinstein Findings and Concliisioiis Executive Summary Approved Deeember 13,,2012 Updatedfor Release April 3, 2014 Deciassificatiori Revisions December 3, M l 4 TQPSECRE^ m¥Qfm UNCLASSIFIED UNCL A SSIFIED Foreword On April 3, 2014, the Senate Select Committee on Intelligence voted to send the Findings and Conclusions and the Executive Summary of its final Study on the CIA's Detention and Interrogation Program to the President for declassification and subsequent public release.",,,
2012,'228 DIRECTOrJ^H (121550Z JUN 03) '229 alec ^^B(022012Z MAY 03) 1230 Memorandum for: Action detainee branch; date: 12 June 2003.,,,
2012,ALEC^HH(072002Z MAY 03) DIRECTOR^BH (121550Z JUN 03) ^ ^ • ^ ^ 3 4 (30I710Z APR 03); 11448 (301141Z APR 03) ALEC]BH(022012ZMAY03).,,,
2012,"10883 (182127Z MAR 03), disseminated as 11717 (201722Z MA Y 03), disseminated as 10941 (221506Z MAR 03); 10950 (222127Z MAR 03) ; ALEC 11377 (231943Z APR 03), disseminated as P 10798 (131816Z MAR 03), disseminated as I(192314ZMAY03);••• 11717(201222ZMAY 10778 (121549Z MAR 03), disseminated as 122939 (031541Z JUL 04); 10883 (182127Z MAR 03), disseminated as 10942 (2216I0Z MAR 03), disseminated as 03), disseminated as 12095 (222049Z JUN 03) 10942 (221610Z MAR 03), disseminated as Page 214 of 499 UNCLASSIFIED H H H 10948 (222101Z MAR nil 'ii ( III I iii|i| 139 (051956Z APR 03) 1281 (130801Z JUN 04); | [REDACTED], TOP SECRET// //NQFORN UNCLASSIFIED wouldlaterrecant.^-^^ OnMay3,2003,CIAofficersrecommendedrevisitingtheinformation KSM had provided ""during earlier stages of his interrogation process,"" noting that ""he has told us that he said some things during this phase to get the enhanced measures to stop, therefore some of this information may be suspect.""",,,
2012,"2221 ""Lessons from the Hunt for Bin Ladin,"" dated September 2012, compiled by the CIA's Center for the Study of Intelligence, and provided on October 3, 2012 (DXS #2012-3826).",,,
2012,This document production phase lasted more than three years and was completed in July 2012.,,,
2012,"CIA records indicate Kliallad bin Attasl^ls^ownplaye^h^ral^^^ Ahmad al-Kuwaiti, stating several Page 393 of 499 UNCLASSIFIED TOP UNCLASSIFIED remaining two provided limited, non-unique, corroborative r e p o r t i n g T h e sixth, Abu Zubaydah, who was detained on March 28, 2002, and subjected to the CIA's enhanced interrogation techniques in August 2002, did not provide information on Abu Ahmad al- Kuwaiti until August 25, 2005, intelligence that, as noted, was described by CIA officers at the time as ""speculative,""-^-® The October 3, 2012, ""Lessonsfor the Huntfor Bin Ladin"" document also states that ""only two [detainees] (KSMand Abu Zubaydah) had been waterboarded.",,,
2012,"However, on October 25, 2013, the CIA responded in writing that the December 13, 2012, Committee Study was correct, and confirmed that tlie ""first report from Abu Zubaydah discussing Abu Ahmad al-Kuwaiti was in 2003.""",,,
2012,"See also^^j/Zf/h 10644 (201235Z AUG 02); and email from: [REDACTED]; to: and [REDACTED]; subject: ""Re: So i^egins""; date; August 4,2002, at09:45 AM.",,,
2012,(022012Z MA Y 03) 3425(050726ZSEP06);| TOP SECRET// 134575 1242 (050748Z SEP 06); Page 246 of 499 UNCLASSIFIED 2214(050539Z //NOFORN l o i iiM III I II>11^'111 UNCL A SSIFIED were unrelated to any reporting acquired during or after the use of the CIA's enhanced interrogationtechniquesagainstCIAdetainees.,,,
2012,Hassan Ghul was transfeire^^CIAcustody^ August 2006jGhulwasrenderedto^^H||IOnMa^Hj2007^^ released^^^^HPI^^H^^H^Hass^Ghul^^H[^^^^^HHP^^^^^HH|||||||im||||||H^ See 2441 HEADQUARTERS HEADQUA^RsHH^^^^^BI; 173426 IIHIHIIB^IHrand Committee Notification from the CIA dated (DTS #2012-3802).,,,
2012,"In March 2010, approximately five years after his sentencing, Sajid Badat was released under an agreement whereby Badat became a cooperating witness for U.S. and U.K. authorities.The legal agreement came to light when Sajid Badat testified against Adis Medunjanin, a U.S. terrorism suspect on trial in New York, via a video-link from the United Kingdom in April 2012.^^^^ 7.",,,
2012,"See open source reporting, including ""Secret Life of Shoe Bomb Saajid Badat Funded By The Taxpayer,"" U.K. Telegraph, dated April 23, 2012; ""US court hears Bin Ladin testimony from UK bomb plotter,"" BBC News, dated April 24, 2012; ""Operative Details A1 Qaeda Plans to Hit Planes in Wake of 9/11,"" CNN, dated April 25, 2012; and ""'Convention' of Convicted Terrorists at NY Trial,"" NPR News, dated April 24, 2012.",,,
2012,"See open source reporting, including""Secret Life of Shoe Bomb Saajid Badat Funded By The Taxpayer,"" U.K. Telegraph, dated April 23, 2012; ""US court hears Bin Ladin testimony from UK bomb plotter,"" BBC News, dated April 24, 2012; ""Operative Details A1 Qaeda Plans to Hit Planes in Wake of 9/11,"" CNN, dated April 25, 2012; ""'Convention' of Convicted Terrorists at NY Trial,"" NPR News, dated April 24, 2012; and ""Man Convicted of a Terrorist Plot to Bomb Subways Is Sent to Prison for Life,"" New York Times, dated November 16, 2012.",,,
2012,"See ••|||||h4420 A L E C i p i (1923i4Z MAY 03); • • • 11717 (201222Z MA Y oIT^^^H 12141 (27223IZ JUN 03);•••1^98 (131816Z MAR03), disseminated as • The CIA's June 2013 Response asserts that Abu Talha was ""the individual managing the [Heathrow] plot.""",,,
2012,Hassan Ghul was transfeire^^CIAcustody^ August 2006jGhulwasrenderedto^^H||IOnMa^Hj2007^^ released^^^^HPI^^H^^H^Hass^Ghul^^H[^^^^^HHP^^^^^HH|||||||im||||||H^ See 2441 HEADQUARTERS HEADQUA^RsHH^^^^^BI; 173426 IIHIHIIB^IHrand Committee Notification from the CIA dated (DTS #2012-3802).,,,
