Demographic,DBN,School Name,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort
Special Education Students,29Q420,SPRINGFIELD GARDENS HIGH SCHOOL,2005,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2001,5,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2002,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2003,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2004,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2005,10,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2006,6,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2006 Aug,6,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2001,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2002,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2003,4,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R450,CURTIS HIGH SCHOOL,2004,81,22,27.2,14,17.3,63.6,3,3.7,13.6,11,13.6,50,8,9.9,36.4,40,49.4,10,12.3
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2004,4,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2005,16,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2006,16,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q494,LAW  GOVERNMENT AND COMMUNITY SERVICE,2006 Aug,16,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2001,10,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2002,9,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2003,5,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2004,8,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2005,18,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2006,26,6,23.1,3,11.5,50,0,0,0,3,11.5,50,3,11.5,50,12,46.2,6,23.1
Special Education Students,29Q496,BUSINESS  COMPUTER APPLICATIONS & ENT,2006 Aug,26,6,23.1,3,11.5,50,0,0,0,3,11.5,50,3,11.5,50,12,46.2,6,23.1
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2001,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2002,5,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2003,6,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2004,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2005,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2006,9,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R450,CURTIS HIGH SCHOOL,2005,102,55,53.9,24,23.5,43.6,2,2,3.6,22,21.6,40,31,30.4,56.4,34,33.299999999999997,10,9.800000000000001
Special Education Students,29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,2006 Aug,9,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2001,122,28,23,2,1.6,7.1,0,0,0,2,1.6,7.1,26,21.3,92.9,30,24.6,42,34.4
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2002,61,12,19.7,4,6.6,33.299999999999997,0,0,0,4,6.6,33.299999999999997,8,13.1,66.7,23,37.700000000000003,21,34.4
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2003,73,9,12.3,2,2.7,22.2,0,0,0,2,2.7,22.2,7,9.6,77.8,40,54.8,21,28.8
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2004,87,24,27.6,12,13.8,50,1,1.1,4.2,11,12.6,45.8,12,13.8,50,35,40.200000000000003,21,24.1
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2005,86,15,17.399999999999999,6,7,40,0,0,0,6,7,40,9,10.5,60,28,32.6,30,34.9
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2006,81,23,28.4,6,7.4,26.1,1,1.2,4.3,5,6.2,21.7,17,21,73.900000000000006,36,44.4,13,16
Special Education Students,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2006 Aug,81,26,32.1,7,8.6,26.9,1,1.2,3.8,6,7.4,23.1,19,23.5,73.099999999999994,33,40.700000000000003,13,16
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2001,102,19,18.600000000000001,6,5.9,31.6,1,1,5.3,5,4.9,26.3,13,12.7,68.400000000000006,23,22.5,22,21.6
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2002,73,11,15.1,6,8.199999999999999,54.5,0,0,0,6,8.199999999999999,54.5,5,6.8,45.5,29,39.700000000000003,23,31.5
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2003,78,19,24.4,7,9,36.799999999999997,0,0,0,7,9,36.799999999999997,12,15.4,63.2,39,50,13,16.7
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2004,114,42,36.799999999999997,17,14.9,40.5,1,0.9,2.4,16,14,38.1,25,21.9,59.5,40,35.1,21,18.399999999999999
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2005,114,25,21.9,16,14,64,1,0.9,4,15,13.2,60,9,7.9,36,48,42.1,24,21.1
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2006,94,26,27.7,15,16,57.7,0,0,0,15,16,57.7,11,11.7,42.3,31,33,22,23.4
Special Education Students,30Q450,LONG ISLAND CITY HIGH SCHOOL,2006 Aug,94,29,30.9,15,16,51.7,0,0,0,15,16,51.7,14,14.9,48.3,28,29.8,22,23.4
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2001,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2002,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2003,4,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2004,4,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2005,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2006,8,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2006 Aug,8,s,,s,,,s,,,s,,,s,,,s,,s,
Asian,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF,2003,93,90,96.8,90,96.8,100,82,88.2,91.1,8,8.6,8.9,0,0,0,3.0,3.2,0.0,0
Special Education Students,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2001,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2003,24,10,41.7,3,12.5,30,0,0,0,3,12.5,30,7,29.2,70,11,45.8,3,12.5
Special Education Students,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2004,13,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2005,27,11,40.700000000000003,4,14.8,36.4,0,0,0,4,14.8,36.4,7,25.9,63.6,6,22.2,8,29.6
Special Education Students,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2006,44,29,65.900000000000006,9,20.5,31,2,4.5,6.9,7,15.9,24.1,20,45.5,69,9,20.5,6,13.6
Special Education Students,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2006 Aug,44,29,65.900000000000006,9,20.5,31,2,4.5,6.9,7,15.9,24.1,20,45.5,69,9,20.5,6,13.6
Special Education Students,30Q555,NEWCOMERS HIGH SCHOOL,2001,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q575,ACADEMY OF AMERICAN STUDIES,2001,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q575,ACADEMY OF AMERICAN STUDIES,2002,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q575,ACADEMY OF AMERICAN STUDIES,2004,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q575,ACADEMY OF AMERICAN STUDIES,2005,8,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q575,ACADEMY OF AMERICAN STUDIES,2006,17,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q575,ACADEMY OF AMERICAN STUDIES,2006 Aug,17,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2003,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2004,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STU,2005,10,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STU,2006,10,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STU,2006 Aug,10,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R450,CURTIS HIGH SCHOOL,2006,95,42,44.2,17,17.899999999999999,40.5,0,0,0,17,17.899999999999999,40.5,25,26.3,59.5,33,34.700000000000003,14,14.7
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2001,11,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2002,5,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2003,6,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2004,9,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2005,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2006,16,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R080,THE MICHAEL J. PETRIDES SCHOOL,2006 Aug,16,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2001,68,17,25,2,2.9,11.8,0,0,0,2,2.9,11.8,15,22.1,88.2,31,45.6,11,16.2
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2002,59,20,33.9,2,3.4,10,0,0,0,2,3.4,10,18,30.5,90,26,44.1,12,20.3
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2003,95,31,32.6,3,3.2,9.699999999999999,0,0,0,3,3.2,9.699999999999999,28,29.5,90.3,50,52.6,11,11.6
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2004,115,43,37.4,9,7.8,20.9,1,0.9,2.3,8,7,18.600000000000001,34,29.6,79.099999999999994,49,42.6,13,11.3
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2005,104,43,41.3,17,16.3,39.5,0,0,0,17,16.3,39.5,26,25,60.5,28,26.9,13,12.5
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2006,77,37,48.1,13,16.899999999999999,35.1,0,0,0,13,16.899999999999999,35.1,24,31.2,64.900000000000006,21,27.3,17,22.1
Special Education Students,31R440,NEW DORP HIGH SCHOOL,2006 Aug,77,39,50.6,13,16.899999999999999,33.299999999999997,0,0,0,13,16.899999999999999,33.299999999999997,26,33.799999999999997,66.7,19,24.7,17,22.1
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2001,64,27,42.2,4,6.3,14.8,0,0,0,4,6.3,14.8,23,35.9,85.2,14,21.9,19,29.7
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2002,44,11,25,2,4.5,18.2,0,0,0,2,4.5,18.2,10,22.7,90.9,18,40.9,10,22.7
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2003,76,23,30.3,5,6.6,21.7,0,0,0,5,6.6,21.7,18,23.7,78.3,40,52.6,9,11.8
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2004,82,30,36.6,7,8.5,23.3,0,0,0,7,8.5,23.3,23,28,76.7,29,35.4,11,13.4
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2005,102,28,27.5,8,7.8,28.6,1,1,3.6,7,6.9,25,20,19.600000000000001,71.400000000000006,38,37.299999999999997,18,17.600000000000001
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2006,95,40,42.1,12,12.6,30,2,2.1,5,10,10.5,25,28,29.5,70,29,30.5,16,16.8
Special Education Students,31R445,PORT RICHMOND HIGH SCHOOL,2006 Aug,95,42,44.2,12,12.6,28.6,2,2.1,4.8,10,10.5,23.8,30,31.6,71.400000000000006,27,28.4,16,16.8
Special Education Students,31R450,CURTIS HIGH SCHOOL,2001,83,22,26.5,2,2.4,9.1,0,0,0,2,2.4,9.1,20,24.1,90.9,32,38.6,22,26.5
Special Education Students,31R450,CURTIS HIGH SCHOOL,2002,67,23,34.299999999999997,6,9,26.1,0,0,0,6,9,26.1,17,25.4,73.900000000000006,30,44.8,14,20.9
Special Education Students,31R450,CURTIS HIGH SCHOOL,2003,83,24,28.9,9,10.8,37.5,4,4.8,16.7,5,6,20.8,15,18.100000000000001,62.5,42,50.6,14,16.899999999999999
Special Education Students,31R450,CURTIS HIGH SCHOOL,2006 Aug,95,43,45.3,17,17.899999999999999,39.5,0,0,0,17,17.899999999999999,39.5,26,27.4,60.5,32,33.700000000000003,14,14.7
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2001,105,49,46.7,10,9.5,20.399999999999999,2,1.9,4.1,8,7.6,16.3,39,37.1,79.599999999999994,9,8.6,30,28.6
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2002,56,32,57.1,7,12.5,21.9,1,1.8,3.1,6,10.7,18.8,25,44.6,78.099999999999994,13,23.2,7,12.5
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2003,81,36,44.4,16,19.8,44.4,2,2.5,5.6,14,17.3,38.9,20,24.7,55.6,27,33.299999999999997,12,14.8
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2004,94,51,54.3,14,14.9,27.5,3,3.2,5.9,11,11.7,21.6,37,39.4,72.5,16,17,10,10.6
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2005,102,57,55.9,19,18.600000000000001,33.299999999999997,4,3.9,7,15,14.7,26.3,38,37.299999999999997,66.7,14,13.7,15,14.7
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2006,136,80,58.8,30,22.1,37.5,4,2.9,5,26,19.100000000000001,32.5,50,36.799999999999997,62.5,20,14.7,23,16.899999999999999
Special Education Students,31R455,TOTTENVILLE HIGH SCHOOL,2006 Aug,136,83,61,32,23.5,38.6,4,2.9,4.8,28,20.6,33.700000000000003,51,37.5,61.4,17,12.5,23,16.899999999999999
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2001,79,27,34.200000000000003,3,3.8,11.1,0,0,0,3,3.8,11.1,24,30.4,88.9,12,15.2,16,20.3
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2002,94,49,52.1,6,6.4,12.2,1,1.1,2,5,5.3,10.199999999999999,43,45.7,87.8,16,17,14,14.9
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2003,109,31,28.4,6,5.5,19.399999999999999,0,0,0,6,5.5,19.399999999999999,25,22.9,80.599999999999994,35,32.1,11,10.1
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2004,139,28,20.100000000000001,15,10.8,53.6,2,1.4,7.1,13,9.4,46.4,13,9.4,46.4,35,25.2,20,14.4
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2005,145,47,32.4,14,9.699999999999999,29.8,1,0.7,2.1,13,9,27.7,33,22.8,70.2,38,26.2,25,17.2
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2006,146,50,34.200000000000003,17,11.6,34,1,0.7,2,16,11,32,33,22.6,66,32,21.9,31,21.2
Special Education Students,31R460,SUSAN E. WAGNER HIGH SCHOOL,2006 Aug,146,52,35.6,17,11.6,32.700000000000003,1,0.7,1.9,16,11,30.8,35,24,67.3,30,20.5,31,21.2
Special Education Students,31R470,CONCORD HIGH SCHOOL,2001,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R470,CONCORD HIGH SCHOOL,2002,9,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R470,CONCORD HIGH SCHOOL,2003,5,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R470,CONCORD HIGH SCHOOL,2004,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R470,CONCORD HIGH SCHOOL,2005,12,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R470,CONCORD HIGH SCHOOL,2006,4,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R470,CONCORD HIGH SCHOOL,2006 Aug,4,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2001,40,7,17.5,3,7.5,42.9,0,0,0,3,7.5,42.9,4,10,57.1,6,15,6,15
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2002,27,7,25.9,2,7.4,28.6,0,0,0,2,7.4,28.6,5,18.5,71.400000000000006,5,18.5,6,22.2
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2003,28,11,39.299999999999997,4,14.3,36.4,1,3.6,9.1,3,10.7,27.3,7,25,63.6,7,25,4,14.3
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2004,44,14,31.8,6,13.6,42.9,0,0,0,6,13.6,42.9,8,18.2,57.1,12,27.3,9,20.5
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2005,41,9,22,2,4.9,22.2,2,4.9,22.2,0,0,0,7,17.100000000000001,77.8,15,36.6,4,9.800000000000001
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2006,43,9,20.9,2,4.7,22.2,2,4.7,22.2,0,0,0,7,16.3,77.8,18,41.9,8,18.600000000000001
Special Education Students,31R600,RALPH R. MCKEE CAREER AND TECHNICAL E,2006 Aug,43,10,23.3,3,7,30,2,4.7,20,1,2.3,10,7,16.3,70,17,39.5,8,18.600000000000001
Special Education Students,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2001,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2004,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2005,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2006,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2006 Aug,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2004,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2005,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2006,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2006 Aug,7,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K480,BUSHWICK HIGH SCHOOL,2001,102,5,4.9,1,1,20,0,0,0,1,1,20,5,4.9,100,37,36.299999999999997,45,44.1
Special Education Students,32K480,BUSHWICK HIGH SCHOOL,2002,55,15,27.3,0,0,0,0,0,0,0,0,0,15,27.3,100,4,7.3,30,54.5
Special Education Students,32K480,BUSHWICK HIGH SCHOOL,2003,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2001,6,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2002,12,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2003,17,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2004,23,9,39.1,2,8.699999999999999,22.2,0,0,0,2,8.699999999999999,22.2,7,30.4,77.8,9,39.1,1,4.3
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2005,15,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2006,21,9,42.9,0,0,0,0,0,0,0,0,0,9,42.9,100,9,42.9,3,14.3
Special Education Students,32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBU,2006 Aug,21,10,47.6,0,0,0,0,0,0,0,0,0,10,47.6,100,8,38.1,3,14.3
Special Education Students,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2002,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2003,20,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2004,8,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2005,13,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2006,18,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2006 Aug,18,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K552,ACADEMY OF URBAN PLANNING,2002,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K552,ACADEMY OF URBAN PLANNING,2003,12,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K552,ACADEMY OF URBAN PLANNING,2004,14,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K552,ACADEMY OF URBAN PLANNING,2005,23,10,43.5,2,8.699999999999999,20,0,0,0,2,8.699999999999999,20,8,34.799999999999997,80,6,26.1,5,21.7
Special Education Students,32K552,ACADEMY OF URBAN PLANNING,2006,20,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K552,ACADEMY OF URBAN PLANNING,2006 Aug,20,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2002,1,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2003,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,28Q470,JAMAICA HIGH SCHOOL,2002,537,232,43.2,172,32,74.099999999999994,38,7.1,16.399999999999999,134,25,57.8,60,11.2,25.9,162,30.2,121,22.5
Special Education Students,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2004,3,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2005,5,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2006,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2006 Aug,2,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACAD,2003,12,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACAD,2004,9,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACAD,2005,12,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACAD,2006,19,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACAD,2006 Aug,19,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2001,11,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2002,17,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2003,15,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2004,14,s,,s,,,s,,,s,,,s,,,s,,s,
Special Education Students,32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2005,21,0,0,0,0,,0,0,,0,0,,0,0,,12,57.1,9,42.9
